ID,name,long,lat,region
26,1st Ballyclare Linfield Supporters Club,-5.996057,54.751167,northireland
27,1st Newtownabbey Linfield Supporters Club,-5.921809,54.668028,northireland
28,21 Social/The Thirsty Goat Bar,-5.926958,54.601627,northireland
68,A J Quinn & Sons,-6.270926,54.348892,northireland
104,Abercorn Bar,-7.323095,54.99164,northireland
132,Academy Sports Club,-6.003354,54.678924,northireland
282,Alexandra Social and Recreation Club,-5.930472851,54.6186676,northireland
294,Alibi,-5.935626,54.588441,northireland
346,Alley Arts Centre,-7.464219,54.827339,northireland
416,Americana,-6.668615,54.690495,northireland
428,An Bosca Ceoil,-7.234812,54.717799,northireland
432,ANCHOR BAR,-5.641258,54.252138,northireland
433,Anchor Bar,-6.218457,54.714657,northireland
456,Anchor Inn & B & B,-7.722017,54.52686,northireland
465,Ancient Order Of Hibernians,-5.953088,54.597795,northireland
469,Andersonstown Social Club,-5.988546,54.575101,northireland
514,Angler's Arms,-7.660647,54.685579,northireland
532,Annie's Bar,-7.308727,54.598066,northireland
546,Antrim Arms,-6.5531,54.952215,northireland
547,Antrim Boat Club,-6.2456,54.724334,northireland
582,Arcade Bar,-6.924369,54.927007,northireland
595,Ardoyne GAC,-5.95722,54.613247,northireland
596,ARDS BOWLING CLUB,-5.696738,54.590464,northireland
597,ARDS FOOTBALL CLUB SOCIAL CLUB,-5.698323,54.5939,northireland
604,Argyle Arms,-7.326984,55.006627,northireland
609,ARKLE BAR,-5.715366,54.328364,northireland
618,ARMAGH CITY CLUB,-6.651145,54.350265,northireland
619,ARMAGH CLUB,-6.653952,54.349066,northireland
620,ARMAGH DOWN BAR,-6.342141,54.177123,northireland
621,ARMAGH HARPS GFC,-6.65777,54.358398,northireland
622,ARMAGH MASONIC CLUB,-6.647727,54.349922,northireland
623,ARMAGH OLD BOYS BAND HALL,-6.649882,54.347035,northireland
740,Atlantic Bar & Atlantic Lounge,-6.654331,55.207505,northireland
747,Attical GAC,-6.063725,54.110393,northireland
822,Badgers Place,-7.31916,54.995229,northireland
875,Ballyclare Golf Club Bar,-6.030296,54.771224,northireland
876,Ballyclare Royal British Legion,-6.003139,54.748336,northireland
877,Ballyclare Rugby Football Club,-6.016481,54.758501,northireland
878,Ballyearl Squash & Social Club,-5.960295,54.701513,northireland
879,BALLYHOLLAND HARPS GAC,-6.302469,54.160748,northireland
880,BALLYHOLME YACHT CLUB,-5.65381,54.666682,northireland
881,Ballymena Bowling Club,-6.281612,54.874913,northireland
882,Ballymena Golf Club,-6.229303,54.884313,northireland
883,Ballymena Masonic Hall,-6.279047,54.865641,northireland
884,Ballymena Rugby Football Club,-6.243805,54.8773,northireland
885,Ballymoney Rugby Club,-6.488805,55.073205,northireland
886,Ballymoney Utd Football And Social Club,-6.518072128,55.06840897,northireland
887,Ballymore Inn,-6.413622,54.353683,northireland
888,Ballynafeigh Apprentice Boys Club,-5.922415,54.576571,northireland
889,Balmoral Golf Club Ltd,-5.968686,54.565793,northireland
906,BANGOR CIVIL DEFENCE CLUB,-5.666068,54.665131,northireland
907,BANGOR ENGINEERS & TRADES SOCIAL CLUB,-5.674382,54.661247,northireland
908,BANGOR EX-SERVICES CLUB,-5.664791,54.663623,northireland
909,BANGOR GOLF CLUB (BAR),-5.655592,54.659968,northireland
930,Banters,-6.95293,55.050531,northireland
977,BAR AT DOWN ARTS CENTRE,-5.715248,54.32882,northireland
1107,Barney's Bar,-7.233445,54.769641,northireland
1203,BATTLEHILL SOCIAL CLUB,-6.490664005,54.41712189,northireland
1388,Belfast House,-6.74733,54.648357,northireland
1448,Belmont Bowling Club Bar,-5.866778,54.597032,northireland
1485,Bennigans Bar,-7.318562,54.992674,northireland
1512,Berlin,-5.951399,54.604326,northireland
1533,BETTY BLACKS,-5.666661,54.663713,northireland
1573,Big Johns,-7.473367,54.789211,northireland
1593,Billy Andys Public House,-5.859703,54.809781,northireland
1657,BISHOPS,-6.690372,54.447574,northireland
1812,Blackbird,-7.318746,54.996574,northireland
1869,Blades Social Club,-5.896953,54.591954,northireland
1882,Blakes Of The Hollow,-7.640852,54.346015,northireland
1975,Blue Circle Social Club,-5.774268,54.816582,northireland
1990,Bluebell Bar,-7.332859,54.990742,northireland
2065,BOLEY INN,-6.145636,54.194815,northireland
2115,Bootleggers,-5.925268,54.599855,northireland
2148,Botanic Inn and Off Licence,-5.93872,54.580803,northireland
2219,Boyles,-6.590873,54.839771,northireland
2220,Boyles Bar,-6.147475,54.413675,northireland
2259,Bradley's Bar,-6.680538,54.777013,northireland
2260,Bradleys Bar,-6.662508,54.911165,northireland
2298,Brantwood Football Club,-5.930927,54.622235,northireland
2421,Brickwork Lounge,-7.321996,54.99661,northireland
2426,Bridge End Tavern,-5.953227,54.966793,northireland
2604,Broderick's Bar And Off-Licence,-7.304789,54.600406,northireland
2644,Broughshane & District Community Association,-6.210982,54.893352,northireland
2668,Browne's Bar,-6.8757,54.995234,northireland
2676,BROWNLOW ARMS,-5.754721,54.550401,northireland
2715,Brysons Bar And Restaurant,-6.6102615,54.757588,northireland
2717,Bt & P.o Sports Social Club,-6.273577,54.865698,northireland
2863,Burnavon Arts & Cultural Centre,-6.748041,54.646909,northireland
2913,Bush House,-6.523007,55.204997,northireland
2920,Bushfoot Golf Club Ltd,-6.537564,55.215809,northireland
3005,CABLE BAR,-5.554962,54.300417,northireland
3035,Cairndhu Golf Club Ltd,-5.849424,54.893419,northireland
3036,Calablanca,-7.015354,55.04436,northireland
3087,Campbell's Bar,-7.314431,54.989435,northireland
3160,CARLETON STREET SOCIAL CLUB,-6.440235,54.412852,northireland
3178,CARMAN'S INN,-5.761106,54.396192,northireland
3182,Carmichaels,-5.997808,54.771699,northireland
3183,CARNALEA GOLF CLUB (CLUB HOUSE),-5.705697,54.66445,northireland
3216,CARRAGHER'S,-6.410234,54.180764,northireland
3217,Carraig Bar,-7.320129,55.00719,northireland
3219,Carrick Glasgow Rangers Supporters Club,-5.80644,54.718431,northireland
3220,CARRICKCRUPPIN GFC SOCIAL CLUB,-6.393661,54.181955,northireland
3221,Carrickfergus Cricket Club - Bar,-5.824695,54.736353,northireland
3222,Carrickfergus Golf Club - Bar,-5.806604,54.721138,northireland
3223,Carrickfergus Rugby Club - Bar,-5.822137,54.71919,northireland
3227,Carrons Corner Bar,-7.459039,54.512835,northireland
3248,Casement Social Club,-5.986368,54.573789,northireland
3266,Cassies Bar,-6.705902,54.248283,northireland
3271,CASTLE ARMS,-5.651830196,54.40079117,northireland
3285,Castle Hotel/Off-Licence,-7.377434,54.718814,northireland
3292,CASTLE INN,-5.716782,54.294766,northireland
3319,Castlebay Bar,-6.605000973,54.5588913,northireland
3337,CATHOLIC WORKINGMEN'S CLUB,-6.338557,54.174441,northireland
3371,Cellar 13,-6.275736,54.868388,northireland
3379,Celtic Bar,-7.332328,54.994494,northireland
3386,Central Bar,-7.169571,54.646725,northireland
3387,CENTRAL BAR,-5.649872,54.400548,northireland
3388,Central Bar,-7.63319,54.47221,northireland
3389,CENTRAL BAR,-6.701263,54.540757,northireland
3481,Charlie's Bar,-7.463591,54.826591,northireland
3483,Charlies,-6.272564,54.868262,northireland
3518,Cheers Off Licence/springhill Bar,-6.651091,55.204855,northireland
3523,Chekkers Wine Bar,-5.821237,54.851038,northireland
3693,Christy's Bar & Korkz Wine Bar,-7.46619,54.82653,northireland
3750,City Hibernians Club,-5.931536,54.603817,northireland
3754,CITY OF ARMAGH CRICKET CLUB,-6.65129,54.348165,northireland
3755,CITY OF ARMAGH ROYAL BRITISH LEGION,-6.652005,54.346061,northireland
3756,City Of Armagh Rugby Club,-6.652435,54.339993,northireland
3767,CIYMS/Belmont Social Club,-5.860311,54.60646,northireland
3834,Cliftonville Bowling Club Ltd,-5.948798,54.620652,northireland
3852,Clough G.R.S.C.,-6.2901139,54.9662473,northireland
3855,CLOUGHMOR INN,-6.197646,54.100704,northireland
3857,CLOVER HILL GOLF CLUB,-6.491616,54.104551,northireland
3982,Coast Road Inn,-5.953227,54.966793,northireland
4057,Coleraine Football Club Ltd,-6.660991,55.134052,northireland
4058,Coleraine Rugby Football And Cricket Club,-6.657708,55.120675,northireland
4059,Coleraine Ulster Scots Resource Centre,-6.665715218,55.13439941,northireland
4060,Coleraine Yacht Club,-6.6759105,55.1447795,northireland
4083,Collon Bar,-7.359173,55.035384,northireland
4107,COMBER RECREATIONAL FOOTBALL CLUB,-5.74179,54.549423,northireland
4152,"Con Magee GAC, GLENRAVEL",-6.200951,54.979856,northireland
4198,Conways Bar,-7.377725,54.718043,northireland
4209,Cookstown Hockey Club,-6.741169,54.646209,northireland
4214,Cooper Bar,-6.703294,54.247788,northireland
4235,COPE INN,-6.442326,54.423112,northireland
4265,Corner Bar,-7.0206941,54.8922763,northireland
4266,Corner Bar,-7.162723,54.550331,northireland
4267,Corner Bar,-7.638005,54.344543,northireland
4268,Corner Bar,-6.558618,54.778303,northireland
4269,Corner Bar,-6.928339,54.59409,northireland
4273,CORNER HOUSE,-6.197646,54.100703,northireland
4275,Corner House Bar,-6.319282,54.749842,northireland
4277,CORNER INN,-5.758148,54.39762,northireland
4299,Corranny Bar,-7.268521,54.247702,northireland
4323,Cosy Corner Bar,-6.606497,54.833573,northireland
4348,Cottonmount Arms,-6.013429,54.682495,northireland
4356,County Antrim Yacht Club,-5.70869,54.752204,northireland
4357,COUNTY ARMAGH GOLF CLUB,-6.646756,54.34434,northireland
4460,Crescent Bar and Off Licence,-7.338895,54.999874,northireland
4462,Crescent Inn,-7.594386,54.709692,northireland
4468,Cresta Golf & Social Club,-5.896333,54.589256,northireland
4607,Crosskeys Inn,-6.427286,54.813146,northireland
4610,CROSSMAGLEN RANGERS CLUB,-6.605925,54.075588,northireland
4612,Crossview Inn,-7.028067,54.929579,northireland
4620,Crow's Nest,-7.640025139,54.34567261,northireland
4648,Crown & Shamrock,-5.9889369,54.6833026,northireland
4676,Crown Bar,-5.934027,54.595288,northireland
4781,Crumlin Star Social Club,-5.965112,54.614548,northireland
4782,Crusaders Football Club,-5.921954,54.623581,northireland
4828,Cushendun Hotel,-6.040546,55.124916,northireland
4833,Cutters Wharf,-5.92908,54.571096,northireland
4837,CV McAleers Bar + Lounge,-7.293839,54.601008,northireland
4857,D & H BYRNE,-6.262919,54.466765,northireland
4863,DAINTY DAVEYS,-6.974941,54.413984,northireland
4869,DALEY'S,-5.687087,54.59312,northireland
4871,DALY'S BAR,-6.772315,54.503973,northireland
4872,Daly's Bar & Bistro,-7.314419,55.025815,northireland
4877,Dan's Bar,-5.961291,54.600872,northireland
4886,Dans Bar,-6.674769,54.579693,northireland
4940,DAVIDSON'S,-5.79168,54.502605,northireland
4941,DAVISONS,-6.835917,54.507747,northireland
4977,DECHOMET BAR,-6.095641,54.324832,northireland
5028,Derby Bar,-7.32689,55.000105,northireland
5039,Derg Arms,-7.593336,54.70773,northireland
5043,Derryvale Inn,-6.77603,54.228558,northireland
5057,Devenish Bar,-7.642921,54.346839,northireland
5060,Devine's Bar (McAleers),-7.307647,54.874434,northireland
5061,Devines Bar,-7.243491,54.837401,northireland
5100,Diamond Bar,-6.706181,54.811571,northireland
5215,DOLLY'S BRAE INN,-6.027692,54.2736302,northireland
5228,Don Bar,-7.330219,55.000078,northireland
5233,Donagh Bar,-7.390919,54.216796,northireland
5234,Donaghadee Golf Club Bar,-5.557275,54.65745,northireland
5235,DONAGHY'S BAR,-6.773218,54.503713,northireland
5242,Donegal Charlie's,-6.923495,54.927017,northireland
5243,DONEGANS,-5.664791,54.663623,northireland
5250,Doogie's Bar,-7.816121,54.417236,northireland
5259,Dorman's And Secrets Nightclub,-6.6091,54.754672,northireland
5272,Douglas's Bar,-6.950105,55.050273,northireland
5286,Downeys Bar,-6.608873,54.754508,northireland
5287,Downeys Jubilee Bar,-7.315265,54.378025,northireland
5298,DOYLES BAR,-6.410234,54.180764,northireland
5348,DRUMGOR TAVERN LTD,-6.375463,54.444737,northireland
5350,Dry Dock,-6.609991,54.755437,northireland
5366,Duff's Bar,-6.559552,54.650042,northireland
5371,Dugout,-6.674504,54.845052,northireland
5425,Duke Of York,-5.92763,54.6018,northireland
5464,DUMIGAN'S,-5.547634,54.380704,northireland
5470,Dundela Football & Rec Club,-5.876586,54.599774,northireland
5474,Dungannon Golf Club Bar,-6.787219,54.516234,northireland
5475,DUNGANNON RUGBY FOOTBALL CLUB,-6.75145,54.493149,northireland
5476,DUNGANNON SWIFTS FOOTBALL CLUB,-6.741954,54.490275,northireland
5477,Dungloe Bar,-7.321922,54.997248,northireland
5482,"Dunleath Bar, Off Sales and Bistro",-6.743561,54.638463,northireland
5485,Dunmurray Golf Course,-5.984212,54.546339,northireland
5486,DUNMURRY INN,-6.006561,54.550429,northireland
5487,DUNMURRY RECREATION & FOOTBALL CLUB,-6.009706,54.550283,northireland
5538,E CARTY & SONS LTD (MAYPOLE BAR),-5.833702,54.642601,northireland
5592,East Antrim Boat Club,-5.801561,54.845751,northireland
5662,Eastway Social Club,-5.916374,54.661852,northireland
5692,Eddies Bar Ltd,-7.087321,54.68654,northireland
5803,Ellie Mays,-6.134535,54.698372,northireland
5849,Empire Bar,-5.933116,54.588821,northireland
5879,Envy Bar & Nightclub,-7.322108,55.001964,northireland
5893,Erins Own GAC & Termoneeny Centre,-6.603017,54.828421,northireland
5925,Eugene's Bar,-7.464637,54.293643,northireland
5945,Ewarts Bowling Club,-5.970563,54.615763,northireland
5984,Fairgreen Bar,-7.489513,54.615682,northireland
5987,Fairhill Bar,-6.277103,54.868488,northireland
5989,Fairleys,-6.664133,55.133861,northireland
6010,Falls Bar,-6.619349,54.53409,northireland
6011,Falls Bowling & Lawn Tennis Social Club,-5.982445,54.575871,northireland
6083,FAVOURITE BAR,-6.023406,54.521424,northireland
6096,FEENEYS BAR,-6.77025,54.505408,northireland
6122,Fern Lodge & Wineway,-5.911359,54.663841,northireland
6169,Fifteen,-6.042261,54.511182,northireland
6192,Finn MacCool's Bar & Off Sales,-6.523007,55.204997,northireland
6193,FINNEGAN'S BAR,-5.532357,54.486931,northireland
6199,Fintona Golf Club Bar,-7.316724777,54.49653625,northireland
6210,FIRST & LAST,-5.528646,54.608714,northireland
6211,FIRST AND LAST,-6.255611,54.101261,northireland
6218,First Shankill NI Supporters Club,-5.958878,54.60518,northireland
6244,Fitzgeralds,-5.932952,54.611604,northireland
6406,Forge Bar,-7.460573,54.512383,northireland
6419,Fort Bar,-5.956913,54.596503,northireland
6420,Fort Knox Bar,-7.57642,54.546137,northireland
6425,Forthriver Bowling & Tennis Club,-5.963993,54.609686,northireland
6426,Fortwilliam Golf Club Bar,-5.933752,54.64072,northireland
6467,FOUR ROADS INN,-5.790675,54.276042,northireland
6471,Fourteen,-5.923819,54.602786,northireland
6576,Foyle View Bar,-7.115014,55.032621,northireland
6587,Frank's Bar,-7.442815,54.251518,northireland
6640,FRISKY BEAR,-5.835193,54.641064,northireland
6715,Gall Bog Bar,-6.138247,54.371186,northireland
6718,Gallaghers First and Last Bar,-7.379614,54.719337,northireland
6719,Gallaher's Lounge,-5.926839,54.609146,northireland
6720,Gallens Bar,-7.59365,54.708899,northireland
6777,Garvagh Sports And Social Club,-6.688089,54.980356,northireland
6778,GARVEY'S BAR,-6.509785,54.080518,northireland
6928,George's Bar,-7.32612,54.991998,northireland
6954,Gillistown House,-6.393789,54.807029,northireland
6956,GILMORE'S BAR,-5.534464,54.488592,northireland
6957,GILMORES BAR,-7.027914,54.462027,northireland
6962,Gina's Bar and Lounge,-7.051701,54.598202,northireland
6980,Glasgow Rangers Supporters Club - Larne Branch,-5.814876,54.858956,northireland
6984,GLASSDRUMMAN HIBERNIAN SOCIAL CLUB,-5.897536,54.132539,northireland
6989,Glebe House (Mary Pats),-6.704474,55.101482,northireland
6994,Glen Catering at Whiteabbey Masonic Club,-5.911035,54.680413,northireland
6999,Glendermott House Bar,-7.308958,54.996088,northireland
7000,Glenelly Bar,-7.093348,54.779823,northireland
7001,Glenelly Bar,-7.248731,54.767312,northireland
7003,Glenshesk Bar,-6.252885,55.200483,northireland
7005,Glentoran Football Club ( The Oval),-5.890629,54.601727,northireland
7006,Glenullin Gac Club,-6.736542,54.955958,northireland
7034,Goalpost Bar,-7.318175,54.497478,northireland
7168,GORMLEY'S BAR AND OFF SALES,-7.0304,54.463188,northireland
7172,Gort Na Mona GAC,-5.996295,54.589902,northireland
7220,Granny Annie's Kitchen,-5.924206,54.597016,northireland
7221,Granny Annies,-7.322610855,54.99533844,northireland
7222,Granny Annies,-7.321799,54.997148,northireland
7223,GRANT'S BAR,-6.235888,54.162459,northireland
7363,Greenisland Golf Club - Bar,-5.871661,54.704768,northireland
7364,Greenisland War Memorial Sports & Social Club - Bar,-5.883774,54.701881,northireland
7367,Greenlough Bar,-6.536319,54.874503,northireland
7444,Grosvenor Homing Pigeon Society,-5.961593,54.590814,northireland
7477,Guildhall Taphouse,-7.320022,54.997812,northireland
7508,Gweedore/Peadar O'Donnells Bar,-7.321922,54.997248,northireland
7533,HAGANS BAR,-6.771059,54.504167,northireland
7535,HAGUES BAR,-6.051148,54.510679,northireland
7581,Half-Way Inn,-7.73272,54.309521,northireland
7583,Halfway House,-6.104025,54.921486,northireland
7590,Halfway House,-7.286738,54.548737,northireland
7616,Halliday's Bar,-6.767022,54.503416,northireland
7618,Halo,-6.249929,55.200908,northireland
7632,Hamilton's Pub,-6.518316,54.808497,northireland
7674,HANRATTY'S,-6.607673,54.078124,northireland
7772,Harland & Wolff Staff Sports & Recreation Association,-5.88068,54.599307,northireland
7773,Harland & Wolff Welders Club,-5.897178,54.600197,northireland
7924,Hatfield House Bar,-5.922781,54.585481,northireland
7935,Haughey's Bar,-7.05299,54.597332,northireland
7971,Hawthorn Bar,-5.958214,54.596498,northireland
7972,Hawthorn Inn,-6.501658,54.878231,northireland
7974,Hawthorne's Bar,-6.531331,54.708242,northireland
8073,HELEN'S BAY GOLF CLUB,-5.738207,54.667425,northireland
8076,Hell Cat Maggies (kitchen),-5.931869,54.596653,northireland
8184,Hide-out Lounge,-6.671624,54.844122,northireland
8215,Highfield Rangers Supporters Club,-5.975405,54.603373,northireland
8251,Hillside Tavern,-6.253054,55.200207,northireland
8312,HOLE IN THE WALL,-5.55896,54.368065,northireland
8314,Hole in the Wall,-5.936995,54.61675,northireland
8381,HOLYWOOD GOLF CLUB,-5.83128,54.633393,northireland
8531,HORSESHOE BAR,-6.110182,54.210833,northireland
8557,Hotel Bar Castledawson,-6.558618,54.778303,northireland
8774,INF HEART OF ERIN,-6.254111,54.099128,northireland
8817,INTERNATIONAL BAR (KELLY'S),-5.649871826,54.40054703,northireland
8832,IRISH NATIONAL FORESTERS,-6.337968,54.171567,northireland
8833,IRISH NATIONAL FORESTERS SOCIAL CLUB,-6.30481,54.171276,northireland
8834,Irish Republican Felons Club,-5.978341,54.581283,northireland
8842,IRWIN'S BAR,-6.577498,54.190134,northireland
8859,Islandmagee Football Club,-5.707749,54.78067,northireland
8890,J B'S KABIN (MC LOUGHLIN),-6.579346,54.089312,northireland
8921,J T Ryans,-7.64427,54.34732,northireland
8983,JEAN'S BAR,-6.336316,54.176845,northireland
8989,JENNY WATTS,-5.664791,54.663623,northireland
9017,Joes,-7.462732,54.826856,northireland
9019,Joey's Bar,-6.513963,55.067325,northireland
9033,JOHN O'NEILL INF SOCIAL CLUB,-6.144315,54.194544,northireland
9037,JOHNNY ARTHURS BAR,-6.216048,54.230319,northireland
9039,Johnny Fox's Bar,-6.539843,54.706656,northireland
9042,Johnston's Bar,-7.131498,54.4284732,northireland
9148,Junior's Bar,-7.465715,54.823672,northireland
9168,KANES BAR,-6.402452,54.476921,northireland
9181,Kashmir Bar & Off Sales,-5.961585,54.600571,northireland
9188,Kearneys Bar Ltd,-6.673864,54.845099,northireland
9192,KEEGAN'S BAR,-6.657304,54.344386,northireland
9208,Kells Luncheon Club (Church Hall),-6.215951,54.807357,northireland
9212,Kellys,-7.460741997,54.37773132,northireland
9213,Kellys Cellars,-5.932408,54.599438,northireland
9274,KILKEEL ROYAL BRITISH LEGION CLUB,-5.992914,54.060549,northireland
9275,KILLEAVEY G A C (FOOTBALL CLUB),-6.391642,54.143598,northireland
9281,Killymoon Golf Club,-6.736004,54.635429,northireland
9345,KING'S,-6.024059,54.36159,northireland
9614,Klondyke Bar,-6.972801,54.906846,northireland
9631,Knock Golf Club,-5.83021,54.602007,northireland
9632,Knockeden Lodge,-6.252721,54.858131,northireland
9656,Kremlin,-5.931016,54.603997,northireland
9698,Laganview Arms,-6.018766,54.379806,northireland
9710,LAKESIDE INN,-5.759831,54.309367,northireland
9775,Lanyon Hall,-6.743053,54.645887,northireland
9781,Larne And District Homing Pigeon Society,-5.818604,54.86144,northireland
9782,Larne Bowling and Lawn Tennis Club,-5.809716,54.858755,northireland
9783,Larne Tech Old Boys,-5.833339,54.856789,northireland
9800,Latharna Club,-5.820086,54.850721,northireland
9808,LAUREL GLEN,-6.022292,54.560104,northireland
9810,LAURELVALE CRICKET CLUB,-6.445799,54.372448,northireland
9813,Laverty's Public House,-6.301062,54.379302,northireland
9814,Laverys,-5.934332848,54.58893204,northireland
9916,Leopold & Heather Street Social Club,-5.959277153,54.60865402,northireland
9975,Ligoniel Working Mens Club,-5.986276,54.627373,northireland
9983,Limavady Rangers Supporters Club,-6.949223,55.053472,northireland
9984,Limavady Recreation Club,-6.942783,55.054989,northireland
10023,LINFIELD BAR,-6.041002,54.510704,northireland
10031,Linnett Inn,-7.803397,54.346975,northireland
10063,Lissanoure Castle Ltd,-6.3294443,55.0543053,northireland
10119,Lj's Tavern,-6.612058,54.755838,northireland
10120,LJC WINES & SPIRITS LTD (TURLEY'S),-5.715127,54.329061,northireland
10199,Logues Bar,-7.59365,54.708899,northireland
10264,Longnancy's Ltd,-6.772487,54.290522,northireland
10329,Lough Inn,-7.64699,54.347552,northireland
10337,LOUGHGALL FOOTBALL CLUB,-6.609679,54.40813,northireland
10338,LOUGHRAN'S BAR,-6.4752321,54.2093056,northireland
10350,Loup Gaelic Football Club,-6.539843,54.706656,northireland
10424,Lynch's Bar,-7.092681,54.864394,northireland
10444,MA KEARNEY'S,-6.607674,54.078125,northireland
10448,Ma Quinns Bar,-6.745373,54.645489,northireland
10450,MAC'S BAR,-6.143111,54.195073,northireland
10451,Mac's Bar,-7.446165,54.25448,northireland
10462,Macon's Pub,-7.151207,54.911826,northireland
10469,Maddens,-5.932828,54.600011,northireland
10470,Maddens Bar,-6.928339005,54.59408951,northireland
10492,MAGEE'S BAR,-6.339103,54.177629,northireland
10493,Magee's Wine & Spirit Store,-7.63592,54.343863,northireland
10534,Mallons Bar,-6.417722,54.732282,northireland
10537,Malone Rugby Football Club,-5.89656,54.58307,northireland
10664,Marine Bar,-5.70744,54.753987,northireland
10670,MARINE TAVERN / ORIENT EXPRESS,-6.254867,54.099687,northireland
10752,Marrions Bar/Creeve House Country Guest Inn,-6.362206,54.721492,northireland
10782,Mary Ann's,-6.976639,54.414439,northireland
10783,Mary B'S,-7.332511,54.995653,northireland
10784,Mary Craigs Bar,-6.669198,55.129605,northireland
10787,Mary's Bar And Restaurant,-6.606584,54.755137,northireland
10788,MARYANN'S PUBLIC HOUSE,-6.739876,54.38823,northireland
10877,Massereene Golf Club,-6.232143,54.713968,northireland
10878,Massereene House,-6.219206,54.71421,northireland
10881,Master McGrath Arms,-6.33746,54.463079,northireland
10892,Mattie's Meetinghouse,-5.879843,54.895068,northireland
10916,Mc Cuskers Bar,-6.103786,54.329885,northireland
10917,MC GUIGAN'S BAR,-6.342961,54.176928,northireland
10918,MC LARKIN,-6.449014,54.0813954,northireland
10919,MC SWIGGANS,-6.335444,54.176079,northireland
10920,McAleer's Bar,-7.118012,54.556885,northireland
10921,MCALEERS BAR,-6.77479,54.505355,northireland
10922,McAllisters Bar,-6.804774,54.783844,northireland
10923,McAneas,-7.592691,54.708599,northireland
10924,McAuley's Bar,-6.783293,54.79628,northireland
10925,McBride's Bar,-6.466556,55.222492,northireland
10926,McCollams Public House,-6.064585,55.08038,northireland
10929,McCrory's Bar,-6.763299,54.70811,northireland
10930,McCullagh's Bar,-7.248731,54.767312,northireland
10933,McEnaney's,-5.979916,54.584157,northireland
10942,MCKEES BAR,-6.772537,54.502224,northireland
10943,McKeever Bar /L2 Nightclub,-7.151207,54.911826,northireland
10944,MCKENNA'S BAR,-6.655643,54.351447,northireland
10945,MCKENNA'S BAR,-7.13045,54.428473,northireland
10946,Mckenna's Bar (1908) Ltd,-6.676013,54.845554,northireland
10947,McKennas,-5.920563,54.608679,northireland
10948,McKennas Bar,-6.272193,54.664386,northireland
10949,McLarnon's Ramble Inn,-6.24368,54.770854,northireland
10950,McLaughlin's Bar,-5.936181,54.61387,northireland
10951,McMaster's Bar,-6.671624,54.844122,northireland
10952,MCMULLANS,-5.774599,54.363986,northireland
10953,McNaboes Bar,-7.459534,54.512729,northireland
10954,McReynolds Bar,-6.921379,54.925633,northireland
10958,MEADOWBANK SOCIAL & RECREATION CLUB,-5.533709,54.642739,northireland
11006,MELLON'S BAR,-7.17082,54.411662,northireland
11017,Melvin Bar,-8.088645,54.419923,northireland
11023,MERCHANT BAR AND GRILL,-6.342715,54.173483,northireland
11058,Michael Davitt GAC,-5.954653,54.596528,northireland
11059,Michael Davitts GAC,-6.664343,54.91415,northireland
11060,Michael Dwyers GAC,-5.948452,54.595506,northireland
11063,Mickey Joe's Bar,-7.59278,54.707405,northireland
11139,Mill Wheel Bar,-6.951256,54.675098,northireland
11141,Millar's Bar,-5.750971,54.77244,northireland
11196,Milltown Manor,-7.460601,54.377865,northireland
11197,MILLVALE ARMS,-6.372628,54.192921,northireland
11221,Mims Tavern,-7.318176,54.497479,northireland
11247,MINERSTOWN TAVERN,-5.721361,54.25358,northireland
11250,Minnesota Snooker Club,-6.2833276,54.8664831,northireland
11252,MINNY DOYLE'S BAR,-6.145636,54.194815,northireland
11296,Moe's Bar,-6.74385,54.641134,northireland
11325,MOLLYS,-6.253776,54.101639,northireland
11328,Monaghans Pub,-7.698723,54.5817,northireland
11330,MONE'S BAR,-6.705902,54.248283,northireland
11332,Monico,-5.928791,54.59996,northireland
11346,Monkstown Social Club,-5.914319,54.687432,northireland
11359,Montra Social Club,-6.680629,55.125256,northireland
11373,Moohans Fiddlestone,-8.094452,54.473486,northireland
11389,MOONEY BROS BAR & LOUNGE,-5.940551,54.258137,northireland
11438,Morning Star,-5.926176,54.599664,northireland
11485,Mount Charles at Kingspan Stadium,-5.910287,54.579326,northireland
11486,Mount Charles Group,-6.120528,54.490124,northireland
11487,Mount Charles Ltd,-6.653225,54.347791,northireland
11488,Mount Masonic Social Club,-5.87957,54.601911,northireland
11500,Mountainview Social Club,-5.960822,54.607773,northireland
11501,Mountainview Tavern,-5.959684,54.606092,northireland
11507,MOURNE VIEW BAR,-6.116126,54.198454,northireland
11514,Mr D Hayden,-6.852977,54.572135,northireland
11533,Muldoons,-5.922492,54.604848,northireland
11534,Mulhern & Co,-7.633026,54.344186,northireland
11535,MULHOLLAND'S LOUNGE,-5.940551,54.258137,northireland
11536,Mulholland's On The Square,-6.148841,54.414441,northireland
11537,Mullaghans,-6.484292984,54.95936203,northireland
11538,Mullan's Bar,-6.744479,54.647375,northireland
11539,Mulligan's,-6.825733,54.807774,northireland
11541,Mulligans,-7.359445,54.182368,northireland
11553,Muriels Cafe Bar,-5.925268,54.599855,northireland
11557,MURTAGH'S,-6.609789,54.077897,northireland
11568,My Ladys Inn,-5.90807,54.591508,northireland
11571,Myles McCann's Pub,-7.30513,54.599474,northireland
11580,N McLernon,-6.834068,54.587254,northireland
11618,Nags Inn,-7.318592,54.496564,northireland
11672,Necarne Arms,-7.649311,54.473704,northireland
11677,Neesons Bar,-6.432111,54.795429,northireland
